# Synthetic cluster MASSCLEAN parameters:
# z = 0.008
# log(age) = 8.0
# Av = 1.0 / E(B-V) = 0.32
# d = 3 kpc / d_m = 12.39
# M = 500 Mo
#
#id   x         y         V      eV    BV     eBV
2379  631.87    1176.15   17.37  0.09  0.36   0.08
2380  590.08    1963.15   15.07  0.03  -0.83  0.05
2381  1049.77   1802.45   17.74  0.04  0.72   0.06
2382  205.66    2003.64   18.70  0.08  1.05   0.08
2383  946.04    1045.75   17.67  0.06  1.38   0.06
2384  1525.26   133.79    18.03  0.07  1.24   0.05
2385  1775.62   546.95    17.39  0.05  0.27   0.09
2386  2009.74   2028.41   16.92  0.05  0.24   0.06
2387  274.93    1885.79   18.78  0.14  1.33   0.09
2388  1575.28   1731.04   16.84  0.04  -0.04  0.05
2389  42.13     11.52     17.77  0.04  0.62   0.06
2390  1124.45   1607.26   17.80  0.05  0.58   0.06
2392  1826.73   305.62    17.89  0.09  0.55   0.09
2393  1219.67   1567.19   17.50  0.07  1.09   0.05
2394  1441.97   72.69     18.01  0.06  1.39   0.06
2395  1002.85   953.72    19.28  0.21  1.27   0.12
2396  112.53    174.71    16.80  0.06  -0.03  0.05
2397  142.97    1784.42   17.69  0.05  0.62   0.05
2398  1918.03   1067.69   16.62  0.03  0.19   0.06
2399  739.80    1593.03   19.93  0.08  2.01   0.15
2400  1376.78   1459.14   18.13  0.10  0.95   0.06
2401  93.51     943.83    20.10  0.11  1.77   0.16
2402  568.02    697.49    18.65  0.12  1.28   0.10
2403  979.84    852.21    17.15  0.06  0.54   0.06
2404  338.23    1578.93   19.58  0.10  1.62   0.13
2405  77.30     1521.52   18.07  0.09  0.69   0.06
2406  204.77    1467.15   17.93  0.06  0.68   0.05
2407  1535.38   1543.63   18.58  0.11  1.10   0.13
2408  1764.77   1247.71   17.98  0.12  1.71   0.13
2409  256.43    1708.84   18.15  0.05  1.06   0.05
2410  1976.08   1530.58   19.78  0.07  1.73   0.19
2411  1970.08   399.15    17.99  0.09  0.85   0.07
2412  1148.91   165.42    19.05  0.10  1.39   0.09
2413  600.75    8.80      17.56  0.08  0.62   0.07
2414  182.03    1880.77   17.84  0.06  1.21   0.06
2415  630.50    1699.92   17.83  0.08  0.62   0.06
2416  798.80    1042.43   20.49  0.09  2.26   0.21
2417  1946.88   603.50    17.68  0.06  0.49   0.07
2418  300.19    1974.45   17.61  0.05  0.58   0.09
2419  888.61    1647.07   17.52  0.09  0.67   0.11
2420  191.21    662.80    17.36  0.05  0.29   0.13
2421  448.85    1395.17   17.37  0.06  0.92   0.11
2422  1377.11   1740.15   19.41  0.18  1.24   0.13
2423  1221.91   514.61    21.36  0.19  2.64   0.11
2424  455.14    410.70    17.48  0.08  0.57   0.08
2425  2006.11   492.49    18.49  0.10  1.06   0.14
2426  80.52     1492.83   18.94  0.11  1.32   0.15
2427  302.67    1701.69   18.31  0.08  1.01   0.07
2429  1459.98   1035.70   17.99  0.10  0.65   0.05
2430  1378.01   1083.53   17.58  0.07  0.70   0.05
2431  1158.06   1349.08   19.88  0.30  1.82   0.10
2432  1800.60   582.83    18.94  0.11  1.25   0.09
2433  33.41     1842.34   18.77  0.09  1.42   0.09
2434  1815.39   263.35    18.35  0.15  0.89   0.09
2436  555.34    1017.67   17.52  0.05  0.60   0.05
2437  737.56    1157.36   17.78  0.05  0.82   0.12
2438  841.34    11.97     18.83  0.12  1.14   0.13
2439  655.88    285.97    17.32  0.06  0.44   0.09
2440  1318.21   1884.20   18.65  0.06  0.88   0.07
2441  1461.47   167.42    17.15  0.10  0.05   0.05
2442  1430.69   1166.50   18.12  0.07  0.76   0.10
2443  258.17    332.77    17.54  0.06  0.73   0.08
2444  1772.71   1802.09   17.67  0.07  0.60   0.06
2445  222.22    1752.94   17.70  0.20  1.11   0.07
2446  1635.34   124.43    19.70  0.09  1.90   0.12
2447  2009.96   854.76    18.52  0.05  1.10   0.12
2448  1763.14   702.07    18.16  0.10  0.82   0.10
2449  1868.52   1578.23   19.45  0.08  1.64   0.14
2451  170.96    1639.61   16.29  0.05  -0.15  0.03
2452  1570.05   1365.01   19.89  0.09  2.10   0.11
2453  161.85    1268.33   18.77  0.05  1.11   0.11
2454  656.23    117.69    16.76  0.04  0.01   0.05
2455  831.06    1310.54   18.15  0.07  1.64   0.10
2456  981.16    1725.41   17.24  0.09  0.33   0.05
2457  757.18    1358.33   17.75  0.06  0.86   0.05
2458  653.05    160.67    18.61  0.10  1.03   0.06
2459  197.98    315.26    19.24  0.14  1.29   0.14
2460  960.45    1246.24   20.51  0.15  2.07   0.13
2461  342.54    800.65    17.60  0.06  0.60   0.05
2462  1452.71   1860.13   17.66  0.12  1.40   0.05
2463  1663.38   1584.69   20.13  0.11  2.32   0.10
2464  1943.30   1014.68   20.11  0.19  1.99   0.12
2465  563.01    1493.73   18.15  0.06  0.81   0.07
2466  1596.34   191.12    17.11  0.06  0.37   0.05
2467  401.13    1136.69   15.71  0.09  -0.58  0.07
2468  1400.34   1959.34   17.04  0.05  0.27   0.04
2469  961.16    1578.68   18.73  0.08  1.52   0.08
2470  1421.18   1125.43   18.11  0.08  0.99   0.10
2471  696.24    314.30    18.44  0.05  1.83   0.05
2472  212.31    785.00    17.56  0.05  1.21   0.06
2473  1754.25   1381.35   17.62  0.05  0.65   0.04
2474  900.10    1772.71   17.75  0.10  0.53   0.05
2475  2030.53   482.92    18.05  0.08  0.80   0.08
2476  745.34    18.02     17.49  0.08  0.63   0.07
2477  1328.93   1055.96   19.37  0.07  1.51   0.10
2478  854.92    1583.38   19.03  0.06  1.28   0.12
2479  109.52    866.12    18.02  0.09  0.92   0.06
2480  1924.82   804.94    16.55  0.09  0.03   0.03
2481  61.53     1455.51   17.19  0.08  0.17   0.06
2482  819.76    1018.72   17.86  0.05  0.76   0.09
2483  1618.94   1898.41   16.16  0.03  -0.18  0.07
2484  1395.03   341.26    15.93  0.04  -0.52  0.05
2485  1544.62   932.24    20.52  0.14  2.34   0.17
2486  269.16    774.71    17.30  0.05  0.34   0.08
2487  1706.16   612.44    19.70  0.07  1.64   0.28
2488  532.74    2035.74   16.43  0.04  0.01   0.05
2490  1778.31   1083.33   18.25  0.06  0.96   0.07
2491  648.79    1453.76   17.55  0.15  0.55   0.06
2492  830.37    1207.61   18.87  0.10  1.46   0.19
2494  582.64    2012.78   17.47  0.08  0.64   0.05
2495  2020.05   751.20    18.49  0.12  1.86   0.10
2496  1229.90   630.84    18.00  0.07  0.76   0.07
2497  212.09    791.82    18.83  0.08  1.49   0.13
2498  1745.27   1031.58   19.49  0.09  1.52   0.12
2499  412.98    1225.90   17.91  0.04  0.62   0.11
2500  885.32    1355.69   19.41  0.12  1.45   0.19
2501  241.86    1375.71   17.47  0.05  0.62   0.04
2502  481.80    649.49    15.67  0.07  -0.45  0.07
2503  997.47    1656.30   20.07  0.11  1.91   0.15
2504  629.10    571.64    17.29  0.08  0.53   0.05
2506  37.52     2001.91   18.57  0.17  1.13   0.08
2507  494.76    444.02    16.01  0.06  -0.19  0.04
2508  230.18    265.90    20.00  0.12  1.81   0.15
2509  481.93    197.86    19.72  0.09  1.67   0.09
2510  1762.48   1304.15   18.31  0.10  0.90   0.08
2511  324.35    470.90    19.14  0.06  1.44   0.17
2512  1975.36   807.00    20.64  0.17  2.42   0.21
2513  1846.54   1599.15   19.47  0.13  1.55   0.07
2514  594.77    929.17    17.66  0.06  0.69   0.11
2515  2022.64   1759.16   19.71  0.15  1.78   0.15
2516  556.42    973.46    17.33  0.07  0.63   0.05
2517  336.13    217.10    19.15  0.13  1.45   0.07
2518  51.19     2028.74   17.65  0.05  1.25   0.06
2519  1762.14   1071.54   17.94  0.12  0.64   0.05
2520  1348.55   1620.17   20.25  0.09  1.85   0.19
2521  602.10    622.79    17.89  0.10  0.70   0.09
2522  357.74    538.99    18.63  0.05  1.20   0.09
2523  279.57    666.39    19.67  0.12  1.61   0.09
2524  1740.36   1832.70   17.78  0.08  0.61   0.06
2525  864.56    555.31    18.14  0.08  0.87   0.08
2526  1069.55   689.55    15.84  0.05  -0.28  0.04
2527  491.46    1114.16   17.75  0.06  0.59   0.04
2528  385.01    1733.16   18.81  0.12  1.07   0.19
2529  1727.50   1146.24   18.56  0.07  1.14   0.10
2530  1602.32   860.76    20.21  0.17  1.30   0.17
2531  285.89    1764.03   19.33  0.07  1.15   0.14
2532  93.57     726.29    20.48  0.22  2.03   0.13
2533  570.89    409.05    20.31  0.09  1.81   0.12
2534  368.28    1429.75   18.57  0.11  0.87   0.06
2535  1854.77   1938.84   18.46  0.05  0.89   0.07
2536  1706.12   1694.63   18.54  0.05  2.17   0.08
2537  1347.49   167.14    20.37  0.15  1.94   0.14
2540  700.20    534.67    18.10  0.09  0.55   0.05
2541  1903.08   144.45    18.45  0.09  0.59   0.07
2542  325.66    628.48    18.31  0.11  0.61   0.07
2543  155.89    1278.67   19.51  0.10  1.01   0.14
2544  1805.61   1779.86   18.47  0.12  0.65   0.07
2545  492.07    1964.79   18.54  0.06  0.62   0.08
2546  1230.51   654.38    17.46  0.08  0.16   0.07
2547  588.17    667.02    18.37  0.11  1.26   0.09
2548  868.42    798.18    18.40  0.08  0.71   0.05
2549  1405.96   240.67    20.19  0.09  1.96   0.12
2550  1627.12   301.21    18.74  0.08  0.68   0.07
2551  303.15    1613.39   19.50  0.09  1.41   0.12
2552  1642.00   1619.90   19.40  0.10  1.44   0.13
2553  51.74     1177.22   18.41  0.07  0.75   0.05
2554  647.33    158.53    18.77  0.10  0.75   0.06
2555  1328.08   230.27    19.41  0.08  1.30   0.09
2556  721.91    1410.77   19.97  0.22  1.42   0.13
2557  1765.49   1974.43   16.41  0.09  -0.63  0.06
2558  331.37    1706.44   20.36  0.16  1.48   0.09
2559  367.88    282.47    21.31  0.15  1.68   0.23
2560  1185.45   1602.62   21.53  0.18  1.99   0.25
2561  1107.49   556.05    18.60  0.08  0.66   0.11
2562  1787.37   1790.28   20.73  0.16  1.63   0.12
2563  874.01    1813.32   18.72  0.10  0.93   0.14
2564  734.52    652.15    19.71  0.11  1.37   0.08
2565  888.54    1655.62   18.75  0.11  0.84   0.16
2566  2031.15   1096.38   20.24  0.10  1.11   0.28
2567  257.55    1571.49   16.88  0.04  -0.12  0.07
2568  652.92    1142.26   18.44  0.05  0.91   0.09
2569  1331.89   988.11    17.69  0.05  0.27   0.04
2570  378.22    1943.11   19.43  0.19  0.98   0.09
2571  1550.84   1797.00   20.87  0.19  2.30   0.14
2572  897.80    1568.02   18.27  0.07  0.71   0.07
2573  556.91    1893.39   18.34  0.06  0.90   0.07
2574  491.14    358.56    18.30  0.06  1.02   0.15
2575  1560.76   1137.65   18.28  0.06  0.74   0.11
2576  967.79    148.38    18.48  0.06  0.61   0.05
2577  1173.05   884.68    18.53  0.10  0.62   0.07
2578  1780.20   1847.99   19.78  0.13  1.34   0.14
2579  1713.28   1465.75   18.48  0.10  0.72   0.07
2580  959.47    1246.42   18.96  0.13  0.92   0.09
2581  930.46    993.78    18.23  0.11  1.80   0.06
2582  870.79    1319.32   18.82  0.20  1.47   0.07
2583  1980.42   422.02    18.01  0.06  0.53   0.07
2584  157.26    1533.50   19.40  0.14  1.34   0.14
2585  808.75    1480.05   18.16  0.06  0.53   0.10
2587  426.94    1366.19   19.18  0.07  1.21   0.10
2588  1999.21   1821.05   17.27  0.08  0.04   0.04
2589  389.13    646.97    19.94  0.12  1.75   0.14
2591  1844.07   1950.09   19.04  0.10  0.85   0.08
2592  716.87    531.88    18.61  0.06  1.35   0.10
2593  1999.92   265.31    16.26  0.06  -0.65  0.06
2594  1766.20   1293.29   18.54  0.09  1.78   0.09
2595  865.73    291.04    17.94  0.06  0.30   0.09
2596  896.86    730.56    19.73  0.13  1.48   0.12
2597  884.62    1924.62   19.14  0.07  1.07   0.16
2598  2036.00   1185.86   19.91  0.12  1.80   0.12
2599  1043.71   1816.94   18.69  0.07  0.48   0.12
2600  1717.27   1826.38   18.51  0.11  1.80   0.12
2602  800.43    1204.35   18.29  0.10  0.76   0.08
2603  1075.60   1362.85   18.99  0.11  0.77   0.14
2604  1799.29   132.86    16.78  0.05  -0.38  0.11
2605  943.58    1888.94   21.36  0.20  2.77   0.32
2606  326.68    1703.28   18.11  0.05  0.89   0.15
2607  1119.28   282.01    18.36  0.07  0.68   0.14
2608  1946.49   572.77    19.52  0.07  1.54   0.12
2609  1709.51   1896.21   19.22  0.11  0.92   0.16
2610  895.61    344.34    18.38  0.07  0.70   0.12
2611  499.23    868.83    18.60  0.07  1.04   0.18
2612  1015.72   1886.54   19.54  0.13  1.23   0.08
2613  62.17     1729.20   18.69  0.08  0.78   0.10
2614  465.38    5.31      18.43  0.05  1.41   0.06
2615  478.80    960.82    20.53  0.17  1.75   0.16
2616  912.19    1586.36   19.11  0.09  0.96   0.08
2617  557.92    839.43    18.19  0.10  0.48   0.10
2618  188.02    131.30    18.89  0.12  0.67   0.05
2619  1903.60   1840.22   19.08  0.07  1.15   0.07
2620  1436.31   485.97    20.64  0.13  2.01   0.16
2621  848.78    1054.58   19.96  0.19  1.56   0.10
2622  1965.25   1383.08   20.03  0.19  1.62   0.16
2623  1560.31   1746.74   20.94  0.14  1.88   0.13
2624  808.33    1150.59   17.31  0.09  0.09   0.11
2625  1124.16   482.96    18.19  0.12  0.82   0.09
2626  164.53    1920.32   19.14  0.08  1.19   0.12
2627  58.51     1778.07   17.89  0.05  0.44   0.10
2628  1629.27   302.25    18.42  0.12  1.64   0.14
2629  1956.28   1106.22   17.61  0.05  0.32   0.08
2630  809.78    2.28      18.46  0.15  1.04   0.08
2631  1666.24   410.72    18.31  0.06  0.73   0.10
2632  1285.83   601.41    18.33  0.11  0.58   0.05
2633  1411.15   35.03     20.63  0.10  1.75   0.10
2634  1485.96   94.75     19.78  0.13  1.54   0.08
2635  1700.74   1739.79   19.92  0.09  1.37   0.09
2636  104.25    1904.49   18.48  0.05  0.89   0.13
2637  874.43    1247.41   18.28  0.06  0.35   0.05
2638  186.77    1878.39   18.99  0.07  0.90   0.11
2639  382.76    528.70    19.25  0.15  1.15   0.08
2640  386.27    2031.85   19.41  0.15  0.88   0.10
2641  452.18    150.71    18.49  0.10  0.80   0.06
2643  1126.98   1895.86   18.50  0.07  0.79   0.06
2644  1160.20   600.15    19.09  0.09  1.21   0.06
2645  1490.05   956.46    18.43  0.06  0.66   0.06
2646  668.34    1347.96   19.63  0.16  1.63   0.09
2647  1924.38   1972.46   20.56  0.10  1.84   0.09
2648  1171.86   573.98    18.39  0.06  0.71   0.08
2649  464.17    134.19    20.16  0.13  1.39   0.10
2650  124.68    1526.34   20.55  0.18  2.01   0.14
2651  622.81    473.69    20.86  0.23  2.07   0.19
2652  1458.76   891.02    20.57  0.09  1.86   0.18
2653  386.96    1121.03   18.23  0.06  0.67   0.07
2654  1685.19   1315.09   18.84  0.12  0.78   0.08
2655  1319.49   1514.36   19.59  0.20  1.28   0.09
2656  379.93    710.35    20.49  0.13  1.52   0.24
2657  1542.96   1004.90   17.24  0.04  -0.07  0.09
2658  414.70    2047.43   18.84  0.07  1.07   0.12
2659  727.74    1244.60   18.71  0.05  0.61   0.11
2660  493.65    277.85    18.71  0.07  1.81   0.09
2661  841.71    657.94    18.09  0.08  0.70   0.10
2663  1419.55   1793.85   18.64  0.08  0.76   0.13
2665  1475.44   1823.73   18.45  0.08  1.68   0.05
2666  237.09    838.62    19.79  0.17  1.49   0.11
2667  282.33    792.62    18.50  0.10  0.81   0.14
2668  1270.99   1067.34   16.17  0.03  -0.78  0.04
2669  1411.29   1479.15   19.07  0.13  1.02   0.16
2670  1711.68   178.45    18.76  0.11  0.94   0.12
2671  737.15    1855.35   19.00  0.08  1.67   0.07
2672  1633.43   1132.76   18.25  0.11  1.03   0.06
2673  1083.68   1791.83   20.58  0.12  2.07   0.12
2674  1980.17   819.55    18.85  0.06  1.04   0.09
2675  984.88    1939.77   19.63  0.09  1.50   0.07
2676  2044.32   164.11    17.76  0.05  0.19   0.05
2677  436.29    845.87    18.73  0.10  0.70   0.09
2678  1144.92   1028.31   18.33  0.05  0.76   0.05
2679  1272.48   1812.69   19.28  0.10  1.00   0.15
2680  793.94    1246.92   18.67  0.07  1.03   0.07
2681  116.25    408.15    18.62  0.10  0.82   0.06
2682  1481.79   1523.94   20.61  0.11  2.04   0.12
2683  761.02    1683.71   18.15  0.06  0.73   0.05
2684  1200.48   1602.41   20.20  0.14  1.66   0.08
2685  1713.48   866.74    18.23  0.10  0.59   0.10
2686  1471.31   1843.11   18.04  0.07  0.47   0.09
2687  1580.27   1770.44   18.28  0.10  1.18   0.07
2689  905.56    1182.65   18.62  0.06  0.85   0.07
2690  555.06    1744.96   19.38  0.08  1.34   0.07
2691  819.80    855.19    21.00  0.11  2.14   0.24
2692  28.72     1114.69   18.45  0.10  0.75   0.07
2693  1135.07   775.23    19.12  0.12  1.04   0.10
2694  1121.44   520.36    19.91  0.13  1.79   0.12
2695  1127.65   1470.48   19.30  0.11  1.11   0.11
2696  505.59    1426.06   18.30  0.06  0.95   0.09
2697  94.95     1952.39   18.69  0.11  0.61   0.07
2698  1921.98   917.05    19.38  0.08  1.16   0.13
2699  1760.62   678.81    18.22  0.10  0.42   0.14
2701  1746.67   926.02    16.62  0.06  -0.34  0.06
2702  1238.06   775.58    18.97  0.15  0.65   0.08
2703  457.90    963.81    19.01  0.17  1.09   0.06
2704  250.40    1147.64   19.75  0.15  1.30   0.15
2705  529.83    961.19    20.68  0.09  1.95   0.09
2706  1917.08   1204.47   18.57  0.12  1.49   0.06
2707  1456.38   216.64    18.78  0.07  0.88   0.10
2708  1834.25   41.24     18.62  0.09  1.32   0.08
2711  14.05     746.54    18.97  0.07  0.78   0.09
2712  599.28    1286.76   19.40  0.07  1.24   0.14
2713  171.83    691.75    19.04  0.09  1.55   0.08
2714  1662.48   709.27    18.65  0.09  0.44   0.14
2715  1325.73   1219.47   18.23  0.08  0.52   0.10
2716  1317.79   871.04    18.56  0.05  1.17   0.09
2717  429.88    1552.13   18.89  0.13  0.81   0.08
2718  1262.03   1167.02   18.69  0.09  0.71   0.06
2719  588.45    1472.94   20.25  0.11  1.61   0.09
2720  786.58    102.82    19.85  0.10  1.57   0.12
2721  442.13    373.99    18.97  0.11  1.12   0.09
2722  1837.24   90.57     20.53  0.13  1.67   0.09
2723  922.57    638.05    18.31  0.08  1.02   0.14
2724  1872.54   507.34    18.39  0.08  1.13   0.13
2725  1418.91   1214.40   19.67  0.14  1.57   0.13
2727  911.23    1480.22   20.01  0.23  1.29   0.08
2728  341.47    1801.56   18.70  0.10  0.82   0.13
2733  1236.49   1788.81   19.09  0.09  0.92   0.10
2735  862.50    533.69    19.76  0.11  0.94   0.12
2736  1968.17   1027.17   20.02  0.19  1.14   0.14
2738  1167.15   954.17    16.17  0.05  -0.86  0.03
2739  637.43    1349.99   19.45  0.08  0.73   0.15
2740  270.08    153.48    20.45  0.15  1.52   0.17
2742  2047.00   1207.45   20.56  0.11  1.50   0.16
2743  1945.09   107.28    18.52  0.09  0.55   0.12
2745  402.11    807.25    18.18  0.06  0.40   0.05
2746  1053.03   139.57    20.17  0.20  0.89   0.10
2747  866.27    371.70    19.18  0.06  0.99   0.11
2748  1527.42   1493.71   19.45  0.12  1.78   0.09
2749  1969.59   1952.21   19.92  0.09  1.20   0.10
2750  1355.81   1167.79   18.83  0.07  0.79   0.06
2751  1849.41   812.49    20.49  0.12  1.73   0.18
2752  711.66    1958.65   19.46  0.08  0.95   0.12
2754  1296.00   2032.36   19.95  0.08  1.11   0.14
2755  1944.01   647.04    19.35  0.14  1.08   0.07
2756  1750.21   1766.66   19.94  0.19  1.28   0.21
2757  1069.89   1824.93   20.22  0.17  1.75   0.14
2758  965.69    636.30    18.84  0.07  0.99   0.09
2759  160.42    661.47    19.17  0.16  1.16   0.14
2760  627.23    861.78    19.85  0.13  1.05   0.07
2761  713.76    1763.95   20.28  0.23  0.99   0.12
2762  2046.67   1700.33   18.90  0.08  0.48   0.09
2764  461.94    1059.48   20.16  0.12  0.93   0.15
2766  273.28    740.81    19.52  0.13  0.92   0.12
2767  1140.95   204.12    17.70  0.04  0.00   0.15
2768  187.60    894.89    17.92  0.07  0.03   0.06
2769  974.46    272.90    19.61  0.13  0.71   0.17
2770  358.47    1553.28   20.56  0.17  1.65   0.17
2772  1273.48   1340.13   19.72  0.17  0.96   0.09
2773  1076.09   1706.46   19.98  0.16  1.50   0.16
2774  1977.59   1625.99   20.05  0.11  1.50   0.10
2775  1489.59   928.88    19.51  0.09  1.22   0.08
2776  1182.06   650.88    19.59  0.10  1.05   0.08
2777  1730.76   1390.78   18.90  0.16  0.48   0.10
2778  1210.22   1747.11   20.27  0.15  1.59   0.14
2779  128.35    1711.81   17.06  0.04  -0.32  0.05
2780  419.75    1310.35   20.75  0.19  1.37   0.16
2781  968.04    121.27    19.01  0.07  0.97   0.16
2782  829.90    68.44     20.53  0.15  1.32   0.13
2783  123.25    1070.97   19.54  0.11  1.20   0.11
2784  158.15    1977.17   19.70  0.08  0.95   0.10
2785  1349.11   759.56    19.24  0.12  1.28   0.14
2786  1682.39   1889.54   20.42  0.09  1.48   0.12
2788  1098.43   778.19    16.45  0.04  -0.71  0.05
2789  1897.56   1018.45   19.80  0.08  1.09   0.11
2790  863.80    338.79    19.38  0.09  1.08   0.12
2791  706.78    1684.27   19.16  0.08  0.90   0.09
2792  86.50     1451.23   17.59  0.08  -0.10  0.06
2793  1514.25   733.30    20.27  0.21  1.17   0.10
2795  5.75      167.94    19.50  0.14  0.84   0.07
2796  143.26    2030.54   19.22  0.07  1.03   0.17
2797  805.90    1301.23   19.37  0.09  0.89   0.15
2799  354.63    569.31    19.13  0.15  1.38   0.24
2801  1780.53   701.14    19.80  0.11  1.03   0.11
2802  1407.40   1508.96   19.31  0.12  0.90   0.19
2803  438.35    807.69    19.24  0.11  0.76   0.11
2804  1152.75   1645.95   19.29  0.12  1.50   0.07
2805  962.11    1823.49   19.69  0.07  1.24   0.11
2806  1992.65   344.32    20.83  0.12  1.74   0.13
2808  1340.24   1025.36   19.40  0.17  1.73   0.08
2810  901.09    860.41    19.24  0.08  0.79   0.06
2811  1570.19   810.52    20.88  0.11  1.69   0.14
2812  1229.45   446.50    18.62  0.16  0.99   0.12
2813  633.09    1399.54   17.68  0.05  0.06   0.10
2814  17.59     1270.08   18.33  0.08  0.38   0.10
2815  17.38     1203.01   20.24  0.20  1.53   0.14
2816  463.25    448.08    19.62  0.07  1.12   0.07
2817  5.22      1623.00   19.96  0.22  1.33   0.14
2818  1765.48   1836.73   18.97  0.07  0.80   0.12
2820  1853.17   1046.65   18.80  0.06  0.44   0.13
2821  1780.81   933.82    19.46  0.08  0.93   0.07
2822  309.85    1863.79   19.45  0.21  0.74   0.13
2823  703.49    946.58    19.25  0.08  1.24   0.08
2824  250.18    1096.59   19.96  0.13  1.25   0.14
2825  355.70    1486.68   19.53  0.10  1.39   0.17
2826  1982.07   1876.38   20.33  0.17  1.24   0.17
2827  304.04    1503.57   19.55  0.15  1.17   0.12
2828  1311.95   1580.56   19.34  0.12  1.16   0.10
2829  1394.05   1441.37   19.59  0.09  0.99   0.13
2830  315.93    74.05     18.83  0.07  0.98   0.07
2831  1242.38   1634.72   20.62  0.11  1.42   0.13
2833  1069.71   106.53    19.30  0.20  1.01   0.07
2835  296.47    649.46    19.48  0.09  0.98   0.18
2836  695.63    1400.11   20.10  0.11  1.54   0.19
2837  567.66    1667.50   18.88  0.09  0.66   0.14
2838  918.41    590.10    19.92  0.08  0.94   0.11
2839  1292.13   1228.40   18.04  0.07  0.14   0.07
2840  550.10    1402.84   19.71  0.13  1.80   0.10
2841  1915.29   824.23    19.63  0.14  2.00   0.09
2842  576.18    1953.14   20.57  0.09  1.44   0.15
2843  1256.96   867.57    19.50  0.11  1.08   0.14
2844  327.83    561.59    18.30  0.11  0.36   0.05
2845  133.22    555.52    19.40  0.07  0.94   0.10
2846  295.28    549.76    18.47  0.11  0.23   0.07
2848  1675.18   1395.01   17.83  0.08  0.23   0.04
2849  77.33     507.18    19.60  0.13  1.44   0.15
2850  1423.54   158.68    19.08  0.08  0.59   0.06
2851  1101.51   172.93    18.49  0.06  0.39   0.07
2852  1564.68   1220.77   19.70  0.09  0.82   0.12
2853  993.04    700.34    21.25  0.12  1.73   0.25
2854  1613.23   246.91    20.22  0.09  1.61   0.28
2855  1619.28   1455.92   16.49  0.05  -0.87  0.06
2856  593.66    880.69    19.03  0.11  0.77   0.07
2857  223.26    1255.54   18.68  0.08  0.50   0.06
2858  1800.92   1004.43   20.09  0.14  1.24   0.09
2859  1080.15   852.89    16.87  0.05  -0.53  0.07
2860  1406.05   1572.46   17.30  0.07  -0.08  0.06
2861  536.95    1381.08   19.62  0.14  1.28   0.17
2862  1875.34   1085.68   18.76  0.15  0.55   0.06
2863  585.60    1526.53   17.22  0.04  -0.29  0.04
2864  1488.54   1397.84   17.95  0.06  0.06   0.05
2865  1959.05   165.98    18.65  0.13  0.76   0.11
2866  1033.93   1156.33   19.12  0.12  1.04   0.12
2868  321.89    760.25    17.49  0.06  -0.16  0.07
2869  253.97    407.45    20.73  0.24  1.71   0.12
2871  976.16    2035.50   19.11  0.13  0.93   0.11
2872  133.95    965.37    19.96  0.09  1.09   0.11
2873  1403.31   333.10    18.41  0.13  0.25   0.10
2874  53.34     606.59    19.36  0.09  1.09   0.16
2875  1783.73   1690.15   20.80  0.16  1.27   0.22
2876  1627.61   1301.96   19.51  0.10  0.73   0.14
2877  1549.75   31.19     18.93  0.08  0.56   0.06
2879  444.87    434.23    18.73  0.11  0.75   0.06
2880  791.50    1981.31   18.11  0.07  -0.02  0.07
2881  1879.71   136.08    20.73  0.16  1.83   0.17
2882  1432.27   1790.45   19.79  0.09  1.44   0.10
2883  1362.05   796.88    19.02  0.08  1.77   0.06
2884  1583.58   491.94    19.14  0.10  0.74   0.07
2885  1177.88   15.19     19.57  0.07  0.93   0.09
2886  138.83    136.40    20.98  0.20  1.94   0.25
2887  1201.60   1779.50   19.91  0.17  1.10   0.13
2888  1679.48   649.32    18.85  0.09  0.84   0.11
2889  1906.68   1921.74   19.58  0.09  0.84   0.07
2890  120.18    731.16    17.05  0.08  -0.39  0.04
2891  1322.40   810.24    19.19  0.18  0.57   0.05
2892  1904.36   44.85     20.98  0.24  2.16   0.17
2893  1637.78   94.73     18.82  0.09  0.72   0.07
2894  1098.88   804.89    19.18  0.06  0.73   0.10
2895  194.03    391.58    20.40  0.16  1.06   0.18
2896  115.98    1365.42   19.87  0.09  1.16   0.23
2897  1502.38   1934.00   20.06  0.09  1.38   0.22
2898  457.62    731.28    20.39  0.10  1.50   0.09
2899  1492.22   837.54    19.49  0.10  0.88   0.12
2900  795.13    153.66    18.78  0.08  0.61   0.15
2901  1329.61   1666.96   19.74  0.07  0.78   0.09
2902  727.56    1333.02   19.97  0.12  1.13   0.12
2903  544.16    1235.00   18.31  0.06  0.27   0.09
2904  461.68    30.00     19.32  0.09  0.86   0.07
2905  1173.00   884.18    19.88  0.16  1.08   0.12
2906  662.00    626.69    19.73  0.10  1.82   0.12
2907  1709.53   59.31     19.16  0.08  2.17   0.17
2908  50.26     838.43    19.40  0.14  1.50   0.14
2909  692.85    213.89    20.19  0.10  1.44   0.11
2910  581.56    341.87    19.29  0.07  0.81   0.10
2911  1907.62   950.40    19.27  0.10  0.62   0.07
2913  944.03    693.31    19.32  0.11  1.33   0.08
2914  1649.75   1811.45   19.30  0.10  0.98   0.12
2915  1548.86   1816.65   20.92  0.24  1.81   0.19
2916  1851.85   472.49    19.84  0.08  0.70   0.22
2917  125.60    704.96    18.60  0.07  0.53   0.09
2918  748.72    71.54     20.76  0.27  1.75   0.17
